PERSON_ID,MAJOR_PERSON,SPECILTY
2368,【工商管理】,解决问题能力，生活中面对问题时能迅速做出反应，寻找到最合理解决问题的方式。沟通能力，与周围人交往时有自己沟通技巧，能够达到自己目的。
2369,电子商务,网站设计与网络维护
2370,计算机应用技术,学校开设的的各类课程都认真学习。涉及的科目比较广泛而杂乱。我个人较擅长的是平面设计、图像处理。同时喜欢网页网站设计及管理、维护。对office软件运用熟练同时对各类管理和应用软件都可以短时间内应用自如。对论坛的运行较熟悉。对C、C# 、 C++、JAVA等语言有所了解。
2371,计算机网络与多媒体,"    主要技能：熟悉windows操作系统，熟悉资讯安全的流程，熟悉各類辦公軟件,熟悉网络管理，能快速处理用户遇到的各类电脑软硬件问题，NOTES和EXCHANGE邮件服务器端的管理及客户端问题的处理，AD域的架构与管理，熟悉SAP，TIPTOP，熟悉打印机，传真机等资讯设备的维护。    在工作其间****公司的6Sigma,8S,ITIL,ISO****等系列知识的学****公司中央资讯安全部的成员，曾参加过资讯安全系列课程的学习。"
2372,法学,本人已通过司法考试，具有丰富的法务工作经验，负责制定、审核合同****公司处理各类诉讼与非诉讼业务，负责与企业经营有关的法律咨询工作以及与外聘律师、法律股份联络、沟通工作。
2373,机电一体化,"1.塑胶、五金、电子产品的生产工艺控制、分析,制程制作与改善.流程的更新与优化.2.生产设备的操作指导、调试与维护.3.工装夹具的设计与制作.4.新产品的试产导入并跟进.5.生产异常问题的分析与处理解决.6.IE手法的应用,标准工时的测量与计算应用.7.生产系统的应用.8.机加工设备的熟练操作，9.办公、绘图(AUTOCAD、PRO-E、PROTEL****、corelDRAW****)等软件的熟练应用."
2374,计算机科学与技术,计算机专业
2375,会计学,"在这****年的会计工作中,在对成本核算与控制,费用分析与考核有了更深刻的理解与运用;能够熟练操作用友U8，金蝶Ｋ３及一些香港ERP系统，进行账务处理；在税务方面，能够进行一般纳税人的核算及熟悉免抵退报税流程，合理避税；特****公司工作期间，能够利用香港ERP英文进行账务处理和进行简单交流，并编制合并报表."
2376,英语,****.4   通过英语专业四级（良好）****.****  湖南省第二届科技商务翻译大赛本科组二等奖****.6   通过大学英语六级****.3   通过英语专业八级能熟练使用英语交流，能用英语听说读写。熟悉贸易基本流程和外贸函电中英文。熟练使用office办公软件，打字娴熟。熟悉国际电子商务平台操作，熟悉对外贸易业务及操****公司有责任心，有团队精神
2377,经济管理,"专业知识广泛，对财政，金融，证券，管理，会计，投资等有多方面的了解计算机操作：熟练操作Excel、Word等相关办公软件, Photoshop图片处理.熟悉电子商务及成本控制办公（企业）管理：经过专业、系统的学习，并通过办公室管理和商场管理销售工作的实践经验，使自身拥有一定及管理、销售一体化管理能力"
2378,物流管理,曾负责过出纳全部工作；采购订单的核对；供应商货款对帐及付款；会计凭证的建立等财务工作。
2379,平面设计,概  况 1. 热爱生活，热爱设计。 注重团队配合，做事认真细致、责任心强。 2. 精通Photoshop、Illustrator、CorelDraw、InDesign等各种平面设计软件， 喜欢摄影，略懂网页设计。 3. 熟练运用  PC/MAC 各种办公软件。 工作经历 》》》****.9---****.****    深*****公司市场部  任职平面设计（****公司的宣传文件制作，包括网站维护等）。  》》》****.8---****.3      在浙江温州远****公司任主设计师，负责温 州龙湾农村合作银行的画册、海报、书刊设计及 其他企业的（如国正电气、阿****公司）平面设计、Logo设计、样品摄影等。           教育相关 》》》 ****年7月毕业于湖北省荆州职业技术学院             人文艺术系             广告设计专业。 》》》****年获第一届全国大学生广告大赛优秀奖。 》》》 ****年获学院丙等奖学金。 》》》 ****年期间任《(湖*报》实习记者。               。。。
2380,计算机网络与多媒体,"熟练安装、调试和维护计算机及网络设备,能快速解决电脑常见软硬件及网络故障"
2381,办公自动化,"从事国际贸易业务四年左右,有丰富的从业经验.能熟练操作各种B2B电子商务网站,曾多次参加过广交会、义博会等交易展览会.善于谈判."
2382,物流管理,通过在学校的学习，我对物流等方面的专业知识熟练。同时在课余时间学习专业以外的知识，如：计算机，市场营销。
2383,【工商管理】,完善企业制度发展企业文化人力资源管理制作标书策划营销方案公文写作能力客户接待及维护高度的执行能力
2384,给水排水工程,"    大学期间主修课程：给水排水工程，主修给水工程、排水工程、建筑给排水工程、管道工程、水泵与水泵站、水力学、水处理微生物学、测量学、水分析化学、环境监测、水工程施工、水工程经济、土建工程基础等专业课程。    在校期间做过的设计有：给水和排水的管道工程课程设计、水泵与水泵站课程设计、给水厂课程设计、城市污水处理厂课程设计、某大厦的建筑给排水课程设计。毕业设计课题是：****,****t/d炼油废水处理工艺设计。    目前所在单位的工作主要负责管道设计修改、计划编制、周月报编制、培训管理、文件管理、设计控制、质量控制、内外协调等工作。    能熟练使用Word、Excel、Acess、CAD、PDF、Primavera 6.0(P6计划软件)等办公软件。"
2385,会计学,   珠算 普通二级证书       会计电算化  初、中级证书 （用友财务件）          深圳市会计从业资格证书      深圳市初级会计电算化证书
2386,会计学,"1、熟悉用友金碟，财务软件的应用,office办公软件的应用;2、熟悉免抵退税流程,工商税务办事流程等3、熟悉国家会计法规、地方税法法规和相关税务政策；4、会计基础扎实，能独立处理全盘帐务，分析和预算能力强，具有良好的职业道德和较强工作责任心；5、工作积极，主动负责，性格开朗，有较强的团队合作精神 "
2387,计算机科学与技术,四年工作经验，其中三年IT行业从业经验，一年直销经验。具备计算机软硬件知识；熟悉计算机基本运行环境；掌握常用软件的操作技能及c语言简单编程.能熟练计算机网络建设，很好的动手能力与及有较强的环境适应性和接受新事物的能力. 英语基础知识较扎实、具备一定的听、说、读、写及翻译能力，英语三级证书。计算机网络的组网技术与网络系统的管理与维护。
2388,工程造价,精通预算、计价软件计价、工程合同管理、工程招投标、工程保函制定，做过工程资格预审文件，  熟悉Windows系列的操作系统和Office系列、互联网的基本操作，擅长使用Excel、AUTOCAD等实用软件
2389,国际经济与贸易,熟悉国际贸易的各基本流程操作
2390,财务管理,"  能熟练的掌握办公自动化，熟悉各种财务制度、法规，胜任相关财务登帐做帐工作熟悉电脑操作，懂电脑的软硬件维护和网络维护,具备打印设备组的维护与调试。"
2391,电子商务,熟悉电子商务，熟练平面设计
2392,电气工程及其自动化,获得山东省高级工商管理职业资格证书和驾驶证
2393,国际经济与贸易,（1）具有良好的英语听说读写能力，能够流利的用英语进行交流；（2）掌握了解国际贸易的基本原则；（3）计算机应用熟练；（4）对西方国家的风土民情有一定的了解；（5）喜欢打篮球和健身运动；（6）通过英语4级和6级的考试
2394,市场营销,"大学期间掌握了市场营销的相关知识,有关市场调研,广告设计,商品策划案的书写,商业计划书的拟订等."
2395,市场营销,熟练招牌、广告牌、楼盘包装、礼仪、节日装饰、演出设计效果图、熟练corelDRAW　lllustrator　phothshop　3D　max　了解各种办公软件
2396,【电子科学与技术】,"1可以熟练操作PCB绘图protel****se、平面设计软件photoshop、及办公软件office。PROTEL****SE运用熟练能独立完成PCB绘制，曾绘制的PCB板大批量生产过2 服从上级领导安排，工作责任心强，有强烈的团队精神。3、有较强生产异常处理能力及方法，能及时处理生产异常恢复生产。了解PE工作管理4、可以制作治具，提产效率5、能熟练操作各项测试仪器,如电子负载、数字/模拟示波器、高压绝缘测试仪、功率仪、交流变频仪、LCR电桥6、电子基础扎实，有较深模电/数电基础。非常了解开关电源 AC/DC DC/DC DC/AC工作拓扑及原理7、会电路计算，会抄板"
2397,公共事业管理,"1、具有较强的沟通能力和执行力，对待工作认真细致。2、能够熟练运用office办公软件,掌握了word、excel、outlook、foxmail等软件的操作。3、对外贸流程了解透彻，熟悉电子商务，懂得如何运用B2B网站收集客户信息。4、英语优秀，具有良好的英语听、说、读、写能力，能够熟练地与外商进行交流。5、勤奋好学，能够承受工作中的压力。"
