RECRUIT_ID,MAJOR_RECRUIT,DETAIL
258,平面设计,任职要求：1、有3年以上的业务工作经验，应聘者是佛教徒优先，；2、大专以上学历，形象端正、健谈、性格和譪、富有创造性；3、对珠宝产品和行业喜爱者优先；4、须提供深圳户口担保。5、工作****公司目前各部需要的各类平面设计图样和网络使用的电子版的平面作品、需根据上司所提出的要求对准项目的内容进行规划，并拟出相关的策划方案、协助上司或各部做好本月的工作计划和年度工作计划、搜集行业中和市场的相关信息。
259,【计算机科学与技术】,"****公司****公司里的一些资料整理,图片处理,样品室的整理及人员的作息考核,办公室文具方面的采购等.    协助业务做一些跟单工作!    1)中专以上学历     2)电脑熟练,会基本的办公软件,会使用PHOTOSHOP.    3)谈吐大方,会考虑各方面处理事情     4)能吃苦耐劳,胜任工****公司在关外布吉南岭村,如果无意在关外工作,请勿投简历!"
260,会计学,1、会计相关专业，持有会计从业资格证书，有1年以上出纳工作经验；2、品行端正，做人做事诚恳、踏实，工作认真细致，责任心强；3、熟练运用办公软件及财务软件；4、女性。
261,电子材料与元器件,"1.大专以上文凭，有两年以上销售经验，或有1年LED电子屏销售经验。2.能吃苦耐劳,有良好的职业道德3.勇于挑战高薪工作地点：石岩无销售工作经验者请勿投简历"
262,【计算机科学与技术】,"职位名称：软件工程师职位概要：    设计、开发、维护、管理符合功能、性能要求的软件产品。岗位职责：    1、参与项目需求分析和系统框架、核心模块的详细设计；    2、根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务；    3、进行程序单元、功能的测试，查出软件存在的缺陷并保证其质量；    4、编制项目文档和质量记录；    5、维护软件使之保持可用性和稳定性；    6、根据需要不断修改完善软件；    7、根据需要协助系统测试和建立测试环境；    8、协助编制用户使用手册及相关应用软件的安装调试工作；    9、上级主管分派的其他工作任务。任职要求：    1、计算机软件相关专业本科以上学历，2年以上GPS软件开发经验；    2、要求具有GPS软件系统的开发经验。    3、熟练掌握MapInfo，MapX，MapXtreme（****，****）开发技术；    4、熟悉.Net平台，会用C#，Asp.net，VS****经行简单程序的开发；    5、熟悉SQLServer****数据库,有数据库设计经验；    6、思路清晰，工作规范，较强的团队协作精神和责任心；    7、良好的沟通和理解能力，从事过GPS产品人员优先录用。"
263,机械制造及其自动化,机械制造类，机电一体化专业；2年以上相关工作经验。专业知识扎实，头脑灵活，动手能力强，会自动铣床、车床，电焊技术。
264,市场营销,"1、高中以上学历，年龄****岁以下2、有较强的语言表达能力，2年以上电话营销/客服工作经验；3、熟悉客服关系管理的原则和方法，有良好的客户服务意识；4、有高度的责任心良好的沟通交流和协调能力，对待客户细心和有耐心；5、有新客户开发能力,曾在银行客服部工作者优先。"
265,电子信息科学与技术,八年以上同职工作经验，有在生产充电器，数码相机适****公司工作过。
266,电子材料与元器件,1．工作认真负责，有责任心与吃苦精神，有良好的职业道德和敬业精神。2.      对电子方面有一定的了解。
267,【其他专业】,"仓库发货员:限男性,中专以上文化,****-****岁.          具备认真严谨的工作态度,具较强的沟通协调能力,踏实能干.          对仓库的收发货物有一定的经验."
268,计算机网络与多媒体,具体要求:1、艺术设计或计算机相关专业，大专以上学历，英语4级以上。2、熟练掌握网页制作软件，如Flash、Dreamweaver、Photoshop、Coreldraw等网页和平面设计工具。3、具备扎实的美术功底与色彩感，对平面或动画设计具有丰富和优秀的创意能力。4、两年以上网页设计经验；能够独立设计并制作完成网站项目优先考虑。面试时需提供作品。5、能够熟练运用数码相机拍摄实物图片，并运用专业软件进行图片效果处理。6、电脑局域网、硬件维护有非常强的操作经验。7、具有良好的沟通能力和团队合作精神，工作积极主动，认真负责。
269,文秘,2、年龄****—****岁。3、高中以上学历。4、熟悉操作电脑，熟练运用OFFICE****。5、打字速度在每分种****字以上。6、能加班，熟悉酒店或酒店用品者优先。
270,模具现代制造技术,"诚聘模具师傅1.高中或技校以上文化,1年以上塑胶模具制作和维修工作经验 2.熟练操作车铣磨钻等加工设备,识图能力强; 3.做事踏实认真,服从工作安排和调度。有塑料包装软管行业工作经验优先。"
271,会计学,1、性别女，大专以上学历。2、全日制经济类财务会计专业及审计专业生。3、懂全盘账务，对财务软件熟练。4、有大型企业工作3年以上，能虚心，善于沟通。
272,【电子科学与技术】,1、熟悉IC元件的封装；2、熟悉网络营销程序；3、语言表达流畅；具备较强的沟通能力；4、具备亲和力、待人接物热情大方；5、有一年以上IC门市实际工作经验；6、限女性。
273,国际贸易学,1，应变能力较强，高中以上学历。2，****公司工作过或****公司工作过并且有客源者优先考虑。3，男女不限。需要二十名左右。4，请有此意向的工作人员直接与经理联系，
274,经贸英语,1. 英文六级以上，熟悉电子类产品，主要负责处理客户的邮件以及投诉。2. 有工作经验者优先，不包食宿
275,计算机应用技术,1、对网络系统或网络实施或网络维护或网络安全有扎实的理论基础和丰富的实践经验；2、有较强的工作责任心和良好的沟通表达能力；3、计算机或通信专科以上毕业，5年以上工作经验****公司网关的一些工作内容；
276,英语,具体要求:    要求本科以上学历，英语6级以上，英语专业，口语能力强，熟练运用电脑操作，独立开发海外客户的能力要求非常强，有及强的心理承受和吃苦能力，有独立带团队的丰富经验，能够建立明确的销售目标和计划。能够适应海外贸易时差的需要！
277,【计算机科学与技术】,1、数学、计算机等相关专业大专以上学历；2、熟悉SQL Server 数据库；3、熟练掌握TPC/IP通讯应用；4、有熟悉WEB页面开发和WebService 开发者优先考虑；5、从事软件开发工作1年以上；6、要求具有诚实的人品、敬业的精神、吃苦耐劳的作风、较强的团队协作精神。7、兼职也可。
278,【计算机科学与技术】,"1)有一定的相关产品跟单经验,能及时反馈相关的产品问题!2)略懂英文,有相关的产品知识!3)能够很好的安排工作,对分配的工作能及时完成!4)吃苦耐劳,能适应工作的需求!5)谈吐大方得体,能认真执行经理分配的任务!6)中专或高中以上文化程度7)有手袋,腰带等工作经验的优先考虑****公司目前在深圳关外布吉南岭,无意在关外工作,请勿投简历!"
279,计算机网络与多媒体,1.精通计算机，会制作网页和建设网站，网站中英文的都必须会。2.懂英文，对电子产品有一定的了解。3.会广东话
280,国际经济与贸易,总经理秘书：1名，性别：女，年龄：****-****岁，学历要求；大学本科以上，要求：五官端正，仪态大方.有进出口贸易经验者优先录取。
281,建筑环境与设备工程,"工程类相关专业毕业,3年以上的现场管理工作经验"
282,法学,"专业知识强，有法律工作基础，有一定文字功底,良好的沟通能力和敬业精神,能在压力下展开工作.熟悉人员招聘,绩效考核等人力资源工作模块。"
283,国际经济与贸易,"大专以上学历，CET四级以上，熟悉外贸流程，能够使用英语与国外客户进行沟通及书写相关文书；有责任心、团队合作意识强；有效开发国际市场，工作自主能动性强。主要客户市场是南美、东南亚地区、俄罗斯等地区,有印刷纸品加工设备销售经验者优先。****公司已是多个网络商务平台的付费会员，为业务发展提供十分良好的舞台，工作环境宽松，气氛紧凑。有志加入之人士请随时与我联系。    机器基本上在8万美金以上，待遇是基本底薪+提成，并提供良好机械方面知识培训，使新进同事快速上手。     请联系"
